"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookTitleComparatorLevenshtein record1Value","[1] BookTitleComparatorLevenshtein record2Value","[1] BookTitleComparatorLevenshtein record1PreprocessedValue","[1] BookTitleComparatorLevenshtein record2PreprocessedValue","[1] BookTitleComparatorLevenshtein similarity","[1] BookTitleComparatorLevenshtein postproccesedSimilarity","[2] BookTitleComparatorJaccard record1Value","[2] BookTitleComparatorJaccard record2Value","[2] BookTitleComparatorJaccard record1PreprocessedValue","[2] BookTitleComparatorJaccard record2PreprocessedValue","[2] BookTitleComparatorJaccard similarity","[2] BookTitleComparatorJaccard postproccesedSimilarity","[3] BookPublishDateComparator2Years record1Value","[3] BookPublishDateComparator2Years record2Value","[3] BookPublishDateComparator2Years record1PreprocessedValue","[3] BookPublishDateComparator2Years record2PreprocessedValue","[3] BookPublishDateComparator2Years similarity","[3] BookPublishDateComparator2Years postproccesedSimilarity","[4] BookPublishDateComparator10Years record1Value","[4] BookPublishDateComparator10Years record2Value","[4] BookPublishDateComparator10Years record1PreprocessedValue","[4] BookPublishDateComparator10Years record2PreprocessedValue","[4] BookPublishDateComparator10Years similarity","[4] BookPublishDateComparator10Years postproccesedSimilarity","[5] BookAuthorComparatorJaccard record1Value","[5] BookAuthorComparatorJaccard record2Value","[5] BookAuthorComparatorJaccard record1PreprocessedValue","[5] BookAuthorComparatorJaccard record2PreprocessedValue","[5] BookAuthorComparatorJaccard similarity","[5] BookAuthorComparatorJaccard postproccesedSimilarity","[6] BookAuthorComparatorLevenshtein record1Value","[6] BookAuthorComparatorLevenshtein record2Value","[6] BookAuthorComparatorLevenshtein record1PreprocessedValue","[6] BookAuthorComparatorLevenshtein record2PreprocessedValue","[6] BookAuthorComparatorLevenshtein similarity","[6] BookAuthorComparatorLevenshtein postproccesedSimilarity","[7] BookAuthorComparatorLowerCaseJaccard record1Value","[7] BookAuthorComparatorLowerCaseJaccard record2Value","[7] BookAuthorComparatorLowerCaseJaccard record1PreprocessedValue","[7] BookAuthorComparatorLowerCaseJaccard record2PreprocessedValue","[7] BookAuthorComparatorLowerCaseJaccard similarity","[7] BookAuthorComparatorLowerCaseJaccard postproccesedSimilarity"
"WekaMatchingRule","C2075","wiki_books_10921","0.04639553702418214",,"Dogsong","Doomwyte","Dogsong","Doomwyte","0.0","0.0","Dogsong","Doomwyte","Dogsong","Doomwyte","0.25","0.25","Dogsong","Doomwyte","Dogsong","Doomwyte","0.0","0.0","1905-06-07T00:00","2008-10-02T00:00","1905-06-07T00:00","2008-10-02T00:00","0.0","0.0","1905-06-07T00:00","2008-10-02T00:00","1905-06-07T00:00","2008-10-02T00:00","0.0","0.0","Gary_Paulsen","Brian Jacques","Gary_Paulsen","Brian Jacques","0.0","0.0","Gary_Paulsen","Brian Jacques","Gary_Paulsen","Brian Jacques","0.15384615384615385","0.15384615384615385","Gary_Paulsen","Brian Jacques","gary_paulsen","brian jacques","0.0","0.0"
"WekaMatchingRule","C2263","wiki_books_4521","0.017486624718398663",,"The Last Policeman","The Laughing Policeman","The Last Policeman","The Laughing Policeman","0.0","0.0","The Last Policeman","The Laughing Policeman","The Last Policeman","The Laughing Policeman","0.7272727272727273","0.7272727272727273","The Last Policeman","The Laughing Policeman","The Last Policeman","The Laughing Policeman","0.5","0.5","2012-07-10T00:00","1968-01-28T00:00","2012-07-10T00:00","1968-01-28T00:00","0.0","0.0","2012-07-10T00:00","1968-01-28T00:00","2012-07-10T00:00","1968-01-28T00:00","0.0","0.0","Ben_H._Winters","Maj Sjöwall","Ben_H._Winters","Maj Sjöwall","0.0","0.0","Ben_H._Winters","Maj Sjöwall","Ben_H._Winters","Maj Sjöwall","0.0714285714285714","0.0714285714285714","Ben_H._Winters","Maj Sjöwall","ben_h._winters","maj sjöwall","0.0","0.0"
"WekaMatchingRule","C4189","wiki_books_10656","0.007389887993991027",,"The Committed","The Company","The Committed","The Company","0.0","0.0","The Committed","The Company","The Committed","The Company","0.5384615384615384","0.5384615384615384","The Committed","The Company","The Committed","The Company","0.3333333333333333","0.3333333333333333","2021-03-02T00:00","1976-01-28T00:00","2021-03-02T00:00","1976-01-28T00:00","0.0","0.0","2021-03-02T00:00","1976-01-28T00:00","2021-03-02T00:00","1976-01-28T00:00","0.0","0.0","Viet_Thanh_Nguyen",,"Viet_Thanh_Nguyen",,"0.0","0.0","Viet_Thanh_Nguyen",,"Viet_Thanh_Nguyen",,"0.0","0.0","Viet_Thanh_Nguyen",,"viet_thanh_nguyen","","0.0","0.0"
"WekaMatchingRule","C2605","wiki_books_8477","0.9984807194329935",,"Four Blind Mice","Four Blind Mice","Four Blind Mice","Four Blind Mice","1.0","1.0","Four Blind Mice","Four Blind Mice","Four Blind Mice","Four Blind Mice","1.0","1.0","Four Blind Mice","Four Blind Mice","Four Blind Mice","Four Blind Mice","1.0","1.0","2002-11-18T00:00","2002-01-28T00:00","2002-11-18T00:00","2002-01-28T00:00","1.0","1.0","2002-11-18T00:00","2002-01-28T00:00","2002-11-18T00:00","2002-01-28T00:00","1.0","1.0","James_Patterson","James Patterson","James_Patterson","James Patterson","1.0","1.0","James_Patterson","James Patterson","James_Patterson","James Patterson","0.9333333333333333","0.9333333333333333","James_Patterson","James Patterson","james_patterson","james patterson","1.0","0.0"
"WekaMatchingRule","C5620","wiki_books_792","0.03649732377789485",,"The Good, the Bad, and the Indifferent","The Gods Themselves","The Good, the Bad, and the Indifferent","The Gods Themselves","0.0","0.0","The Good, the Bad, and the Indifferent","The Gods Themselves","The Good, the Bad, and the Indifferent","The Gods Themselves","0.3421052631578947","0.3421052631578947","The Good, the Bad, and the Indifferent","The Gods Themselves","The Good, the Bad, and the Indifferent","The Gods Themselves","0.14285714285714285","0.14285714285714285","1905-06-19T00:00","1972-01-28T00:00","1905-06-19T00:00","1972-01-28T00:00","0.0","0.0","1905-06-19T00:00","1972-01-28T00:00","1905-06-19T00:00","1972-01-28T00:00","0.0","0.0","Joe_R._Lansdale","Isaac Asimov","Joe_R._Lansdale","Isaac Asimov","0.0","0.0","Joe_R._Lansdale","Isaac Asimov","Joe_R._Lansdale","Isaac Asimov","0.1333333333333333","0.1333333333333333","Joe_R._Lansdale","Isaac Asimov","joe_r._lansdale","isaac asimov","0.0","0.0"
"WekaMatchingRule","C5453","wiki_books_11556","0.033085437934594744",,"Wideacre","Wiseguy","Wideacre","Wiseguy","0.0","0.0","Wideacre","Wiseguy","Wideacre","Wiseguy","0.375","0.375","Wideacre","Wiseguy","Wideacre","Wiseguy","0.0","0.0","1987-02-01T00:00","1986-01-28T00:00","1987-02-01T00:00","1986-01-28T00:00","0.5","0.5","1987-02-01T00:00","1986-01-28T00:00","1987-02-01T00:00","1986-01-28T00:00","0.9","0.9","Philippa_Gregory","Nicholas Pileggi","Philippa_Gregory","Nicholas Pileggi","0.0","0.0","Philippa_Gregory","Nicholas Pileggi","Philippa_Gregory","Nicholas Pileggi","0.125","0.125","Philippa_Gregory","Nicholas Pileggi","philippa_gregory","nicholas pileggi","0.0","0.0"
"WekaMatchingRule","C5417","wiki_books_7242","0.024601022459724408",,"The Book of Dead Days","The Boats of the ""Glen Carrig""","The Book of Dead Days","The Boats of the ""Glen Carrig""","0.0","0.0","The Book of Dead Days","The Boats of the ""Glen Carrig""","The Book of Dead Days","The Boats of the ""Glen Carrig""","0.43333333333333335","0.43333333333333335","The Book of Dead Days","The Boats of the ""Glen Carrig""","The Book of Dead Days","The Boats of the ""Glen Carrig""","0.25","0.25","2003-07-17T00:00","1907-01-28T00:00","2003-07-17T00:00","1907-01-28T00:00","0.0","0.0","2003-07-17T00:00","1907-01-28T00:00","2003-07-17T00:00","1907-01-28T00:00","0.0","0.0","Marcus_Sedgwick","William Hope Hodgson","Marcus_Sedgwick","William Hope Hodgson","0.0","0.0","Marcus_Sedgwick","William Hope Hodgson","Marcus_Sedgwick","William Hope Hodgson","0.09999999999999998","0.09999999999999998","Marcus_Sedgwick","William Hope Hodgson","marcus_sedgwick","william hope hodgson","0.0","0.0"
"WekaMatchingRule","C1395","wiki_books_16384","0.7067210892031704","1","The Wolf Sea","The Wolf Sea","The Wolf Sea","The Wolf Sea","1.0","1.0","The Wolf Sea","The Wolf Sea","The Wolf Sea","The Wolf Sea","1.0","1.0","The Wolf Sea","The Wolf Sea","The Wolf Sea","The Wolf Sea","1.0","1.0","2008-08-04T00:00","1970-01-01T00:00","2008-08-04T00:00","1970-01-01T00:00","0.0","0.0","2008-08-04T00:00","1970-01-01T00:00","2008-08-04T00:00","1970-01-01T00:00","0.0","0.0","Robert_Low_(writer)","Robert Low","Robert_Low_(writer)","Robert Low","0.6666666666666666","0.0","Robert_Low_(writer)","Robert Low","Robert_Low_(writer)","Robert Low","0.4736842105263158","0.4736842105263158","Robert_Low_(writer)","Robert Low","robert_low_(writer)","robert low","0.6666666666666666","0.0"
"WekaMatchingRule","C2598","wiki_books_5897",,"0","Forest (novel)","Scientology: A History of Man","Forest (novel)","Scientology: A History of Man","0.0","0.0","Forest (novel)","Scientology: A History of Man","Forest (novel)","Scientology: A History of Man","0.13793103448275867","0.13793103448275867","Forest (novel)","Scientology: A History of Man","Forest (novel)","Scientology: A History of Man","0.0","0.0","1905-06-23T00:00","1952-01-28T00:00","1905-06-23T00:00","1952-01-28T00:00","0.0","0.0","1905-06-23T00:00","1952-01-28T00:00","1905-06-23T00:00","1952-01-28T00:00","0.0","0.0","Sonya_Hartnett","L. Ron Hubbard","Sonya_Hartnett","L. Ron Hubbard","0.0","0.0","Sonya_Hartnett","L. Ron Hubbard","Sonya_Hartnett","L. Ron Hubbard","0.0","0.0","Sonya_Hartnett","L. Ron Hubbard","sonya_hartnett","l. ron hubbard","0.0","0.0"
"WekaMatchingRule","C3247","wiki_books_1642","0.020165316963193732",,"ABNKKBSNPLAko?!","Abarat","ABNKKBSNPLAko?!","Abarat","0.0","0.0","ABNKKBSNPLAko?!","Abarat","ABNKKBSNPLAko?!","Abarat","0.19999999999999996","0.19999999999999996","ABNKKBSNPLAko?!","Abarat","ABNKKBSNPLAko?!","Abarat","0.0","0.0","1905-06-23T00:00","2002-01-28T00:00","1905-06-23T00:00","2002-01-28T00:00","0.0","0.0","1905-06-23T00:00","2002-01-28T00:00","1905-06-23T00:00","2002-01-28T00:00","0.0","0.0","Bob_Ong","Clive Barker","Bob_Ong","Clive Barker","0.0","0.0","Bob_Ong","Clive Barker","Bob_Ong","Clive Barker","0.08333333333333337","0.08333333333333337","Bob_Ong","Clive Barker","bob_ong","clive barker","0.0","0.0"
"WekaMatchingRule","C4136","wiki_books_1665",,"0","The Late Bourgeois World","Rising Sun","The Late Bourgeois World","Rising Sun","0.0","0.0","The Late Bourgeois World","Rising Sun","The Late Bourgeois World","Rising Sun","0.08333333333333337","0.08333333333333337","The Late Bourgeois World","Rising Sun","The Late Bourgeois World","Rising Sun","0.0","0.0","1905-05-19T00:00","1992-01-27T00:00","1905-05-19T00:00","1992-01-27T00:00","0.0","0.0","1905-05-19T00:00","1992-01-27T00:00","1905-05-19T00:00","1992-01-27T00:00","0.0","0.0","Nadine_Gordimer","Michael Crichton","Nadine_Gordimer","Michael Crichton","0.0","0.0","Nadine_Gordimer","Michael Crichton","Nadine_Gordimer","Michael Crichton","0.125","0.125","Nadine_Gordimer","Michael Crichton","nadine_gordimer","michael crichton","0.0","0.0"
"WekaMatchingRule","C5607","wiki_books_4700","0.545821792971123",,"The Sea of Trolls","The Sense of the Past","The Sea of Trolls","The Sense of the Past","0.0","0.0","The Sea of Trolls","The Sense of the Past","The Sea of Trolls","The Sense of the Past","0.5714285714285714","0.5714285714285714","The Sea of Trolls","The Sense of the Past","The Sea of Trolls","The Sense of the Past","0.3333333333333333","0.3333333333333333","2004-09-01T00:00","1970-01-01T00:00","2004-09-01T00:00","1970-01-01T00:00","0.0","0.0","2004-09-01T00:00","1970-01-01T00:00","2004-09-01T00:00","1970-01-01T00:00","0.0","0.0","Nancy_Farmer","Henry James","Nancy_Farmer","Henry James","0.0","0.0","Nancy_Farmer","Henry James","Nancy_Farmer","Henry James","0.41666666666666663","0.41666666666666663","Nancy_Farmer","Henry James","nancy_farmer","henry james","0.0","0.0"
"WekaMatchingRule","C4660","wiki_books_13977","0.9956110331199687",,"The Lost Fleet: Fearless","The Lost Fleet: Relentless","The Lost Fleet: Fearless","The Lost Fleet: Relentless","0.0","0.0","The Lost Fleet: Fearless","The Lost Fleet: Relentless","The Lost Fleet: Fearless","The Lost Fleet: Relentless","0.8076923076923077","0.8076923076923077","The Lost Fleet: Fearless","The Lost Fleet: Relentless","The Lost Fleet: Fearless","The Lost Fleet: Relentless","0.6","0.6","2007-01-30T00:00","2009-01-28T00:00","2007-01-30T00:00","2009-01-28T00:00","0.0","0.0","2007-01-30T00:00","2009-01-28T00:00","2007-01-30T00:00","2009-01-28T00:00","0.8","0.8","John_G._Hemry","John G. Hemry","John_G._Hemry","John G. Hemry","1.0","1.0","John_G._Hemry","John G. Hemry","John_G._Hemry","John G. Hemry","0.8461538461538461","0.8461538461538461","John_G._Hemry","John G. Hemry","john_g._hemry","john g. hemry","1.0","0.0"
"WekaMatchingRule","C708","wiki_books_3351",,"0","Robot Dreams","The Big Over Easy","Robot Dreams","The Big Over Easy","0.0","0.0","Robot Dreams","The Big Over Easy","Robot Dreams","The Big Over Easy","0.2941176470588235","0.2941176470588235","Robot Dreams","The Big Over Easy","Robot Dreams","The Big Over Easy","0.0","0.0","1970-01-01T00:00","2005-07-11T00:00","1970-01-01T00:00","2005-07-11T00:00","0.0","0.0","1970-01-01T00:00","2005-07-11T00:00","1970-01-01T00:00","2005-07-11T00:00","0.0","0.0","Isaac_Asimov","Jasper Fforde","Isaac_Asimov","Jasper Fforde","0.0","0.0","Isaac_Asimov","Jasper Fforde","Isaac_Asimov","Jasper Fforde","0.07692307692307687","0.07692307692307687","Isaac_Asimov","Jasper Fforde","isaac_asimov","jasper fforde","0.0","0.0"
"WekaMatchingRule","C1971","wiki_books_9167","0.023244637366623085",,"Trollslayer","Triage","Trollslayer","Triage","0.0","0.0","Trollslayer","Triage","Trollslayer","Triage","0.36363636363636365","0.36363636363636365","Trollslayer","Triage","Trollslayer","Triage","0.0","0.0","1905-06-21T00:00","1998-01-28T00:00","1905-06-21T00:00","1998-01-28T00:00","0.0","0.0","1905-06-21T00:00","1998-01-28T00:00","1905-06-21T00:00","1998-01-28T00:00","0.0","0.0","William_King_(author)","Scott Anderson","William_King_(author)","Scott Anderson","0.0","0.0","William_King_(author)","Scott Anderson","William_King_(author)","Scott Anderson","0.09523809523809523","0.09523809523809523","William_King_(author)","Scott Anderson","william_king_(author)","scott anderson","0.0","0.0"
