"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] BookTitleComparatorEqual record1Value","[0] BookTitleComparatorEqual record2Value","[0] BookTitleComparatorEqual record1PreprocessedValue","[0] BookTitleComparatorEqual record2PreprocessedValue","[0] BookTitleComparatorEqual similarity","[0] BookTitleComparatorEqual postproccesedSimilarity","[1] BookTitleComparatorLevenshtein record1Value","[1] BookTitleComparatorLevenshtein record2Value","[1] BookTitleComparatorLevenshtein record1PreprocessedValue","[1] BookTitleComparatorLevenshtein record2PreprocessedValue","[1] BookTitleComparatorLevenshtein similarity","[1] BookTitleComparatorLevenshtein postproccesedSimilarity","[2] BookTitleComparatorJaccard record1Value","[2] BookTitleComparatorJaccard record2Value","[2] BookTitleComparatorJaccard record1PreprocessedValue","[2] BookTitleComparatorJaccard record2PreprocessedValue","[2] BookTitleComparatorJaccard similarity","[2] BookTitleComparatorJaccard postproccesedSimilarity","[3] BookPublishDateComparator2Years record1Value","[3] BookPublishDateComparator2Years record2Value","[3] BookPublishDateComparator2Years record1PreprocessedValue","[3] BookPublishDateComparator2Years record2PreprocessedValue","[3] BookPublishDateComparator2Years similarity","[3] BookPublishDateComparator2Years postproccesedSimilarity","[4] BookPublishDateComparator10Years record1Value","[4] BookPublishDateComparator10Years record2Value","[4] BookPublishDateComparator10Years record1PreprocessedValue","[4] BookPublishDateComparator10Years record2PreprocessedValue","[4] BookPublishDateComparator10Years similarity","[4] BookPublishDateComparator10Years postproccesedSimilarity","[5] BookAuthorComparatorJaccard record1Value","[5] BookAuthorComparatorJaccard record2Value","[5] BookAuthorComparatorJaccard record1PreprocessedValue","[5] BookAuthorComparatorJaccard record2PreprocessedValue","[5] BookAuthorComparatorJaccard similarity","[5] BookAuthorComparatorJaccard postproccesedSimilarity","[6] BookAuthorComparatorLevenshtein record1Value","[6] BookAuthorComparatorLevenshtein record2Value","[6] BookAuthorComparatorLevenshtein record1PreprocessedValue","[6] BookAuthorComparatorLevenshtein record2PreprocessedValue","[6] BookAuthorComparatorLevenshtein similarity","[6] BookAuthorComparatorLevenshtein postproccesedSimilarity","[7] BookAuthorComparatorLowerCaseJaccard record1Value","[7] BookAuthorComparatorLowerCaseJaccard record2Value","[7] BookAuthorComparatorLowerCaseJaccard record1PreprocessedValue","[7] BookAuthorComparatorLowerCaseJaccard record2PreprocessedValue","[7] BookAuthorComparatorLowerCaseJaccard similarity","[7] BookAuthorComparatorLowerCaseJaccard postproccesedSimilarity"
"WekaMatchingRule","B23165","wiki_books_775","0.31342463160771056","0","The Ugly Duckling","The Ugly Duckling","The Ugly Duckling","The Ugly Duckling","1.0","1.0","The Ugly Duckling","The Ugly Duckling","The Ugly Duckling","The Ugly Duckling","1.0","1.0","The Ugly Duckling","The Ugly Duckling","The Ugly Duckling","The Ugly Duckling","1.0","1.0","1996-12-01T00:00","1843-11-11T00:00","1996-12-01T00:00","1843-11-11T00:00","0.0","0.0","1996-12-01T00:00","1843-11-11T00:00","1996-12-01T00:00","1843-11-11T00:00","0.0","0.0","Iris Johansen (Goodreads Author)","Hans Christian Andersen","Iris Johansen (Goodreads Author)","Hans Christian Andersen","0.0","0.0","Iris Johansen (Goodreads Author)","Hans Christian Andersen","Iris Johansen (Goodreads Author)","Hans Christian Andersen","0.21875","0.21875","Iris Johansen (Goodreads Author)","Hans Christian Andersen","iris johansen (goodreads author)","hans christian andersen","0.0","0.0"
"WekaMatchingRule","B09521","wiki_books_1033","0.21979241168120384","1","The Once and Future King","The Once and Future King","The Once and Future King","The Once and Future King","1.0","1.0","The Once and Future King","The Once and Future King","The Once and Future King","The Once and Future King","1.0","1.0","The Once and Future King","The Once and Future King","The Once and Future King","The Once and Future King","1.0","1.0","1996-01-01T00:00","1958-01-28T00:00","1996-01-01T00:00","1958-01-28T00:00","0.0","0.0","1996-01-01T00:00","1958-01-28T00:00","1996-01-01T00:00","1958-01-28T00:00","0.0","0.0","T.H. White, Sylvia Townsend Warner (Afterword)","T. H. White","T.H. White, Sylvia Townsend Warner (Afterword)","T. H. White","0.42857142857142855","0.0","T.H. White, Sylvia Townsend Warner (Afterword)","T. H. White","T.H. White, Sylvia Townsend Warner (Afterword)","T. H. White","0.19565217391304346","0.19565217391304346","T.H. White, Sylvia Townsend Warner (Afterword)","T. H. White","t.h. white, sylvia townsend warner (afterword)","t. h. white","0.42857142857142855","0.0"
"WekaMatchingRule","B17083","wiki_books_5596","1.631848658441042E-4",,"The Adventures Of Baby Crow: The Search For Baby Pigeon","The Adventures of Super Diaper Baby","The Adventures Of Baby Crow: The Search For Baby Pigeon","The Adventures of Super Diaper Baby","0.0","0.0","The Adventures Of Baby Crow: The Search For Baby Pigeon","The Adventures of Super Diaper Baby","The Adventures Of Baby Crow: The Search For Baby Pigeon","The Adventures of Super Diaper Baby","0.49090909090909096","0.49090909090909096","The Adventures Of Baby Crow: The Search For Baby Pigeon","The Adventures of Super Diaper Baby","The Adventures Of Baby Crow: The Search For Baby Pigeon","The Adventures of Super Diaper Baby","0.4","0.4","2017-03-19T00:00","2002-01-28T00:00","2017-03-19T00:00","2002-01-28T00:00","0.0","0.0","2017-03-19T00:00","2002-01-28T00:00","2017-03-19T00:00","2002-01-28T00:00","0.0","0.0","Alex Thomas Davis (Goodreads Author)","Dav Pilkey","Alex Thomas Davis (Goodreads Author)","Dav Pilkey","0.0","0.0","Alex Thomas Davis (Goodreads Author)","Dav Pilkey","Alex Thomas Davis (Goodreads Author)","Dav Pilkey","0.13888888888888884","0.13888888888888884","Alex Thomas Davis (Goodreads Author)","Dav Pilkey","alex thomas davis (goodreads author)","dav pilkey","0.0","0.0"
"WekaMatchingRule","B17030","wiki_books_15335","3.494769825105041E-5",,"The Constitution of the Tunisian Republic: Unofficial Translation","The Council of Dads","The Constitution of the Tunisian Republic: Unofficial Translation","The Council of Dads","0.0","0.0","The Constitution of the Tunisian Republic: Unofficial Translation","The Council of Dads","The Constitution of the Tunisian Republic: Unofficial Translation","The Council of Dads","0.24615384615384617","0.24615384615384617","The Constitution of the Tunisian Republic: Unofficial Translation","The Council of Dads","The Constitution of the Tunisian Republic: Unofficial Translation","The Council of Dads","0.2222222222222222","0.2222222222222222","2015-12-07T00:00","1970-01-01T00:00","2015-12-07T00:00","1970-01-01T00:00","0.0","0.0","2015-12-07T00:00","1970-01-01T00:00","2015-12-07T00:00","1970-01-01T00:00","0.0","0.0","Med-Ali Mekki","Bruce Feiler","Med-Ali Mekki","Bruce Feiler","0.0","0.0","Med-Ali Mekki","Bruce Feiler","Med-Ali Mekki","Bruce Feiler","0.07692307692307687","0.07692307692307687","Med-Ali Mekki","Bruce Feiler","med-ali mekki","bruce feiler","0.0","0.0"
"WekaMatchingRule","B31733","wiki_books_7086","1.0190685250058482E-4",,"Requiem","Reborn","Requiem","Reborn","0.0","0.0","Requiem","Reborn","Requiem","Reborn","0.2857142857142857","0.2857142857142857","Requiem","Reborn","Requiem","Reborn","0.0","0.0","2006-06-27T00:00","1990-03-28T00:00","2006-06-27T00:00","1990-03-28T00:00","0.0","0.0","2006-06-27T00:00","1990-03-28T00:00","2006-06-27T00:00","1990-03-28T00:00","0.0","0.0","Graham Joyce","F. Paul Wilson","Graham Joyce","F. Paul Wilson","0.0","0.0","Graham Joyce","F. Paul Wilson","Graham Joyce","F. Paul Wilson","0.1428571428571429","0.1428571428571429","Graham Joyce","F. Paul Wilson","graham joyce","f. paul wilson","0.0","0.0"
"WekaMatchingRule","B13199","wiki_books_6298","2.941977657515929E-4",,"The House of God","The House of Stairs","The House of God","The House of Stairs","0.0","0.0","The House of God","The House of Stairs","The House of God","The House of Stairs","0.6842105263157895","0.6842105263157895","The House of God","The House of Stairs","The House of God","The House of Stairs","0.6","0.6","2003-07-01T00:00","1988-09-01T00:00","2003-07-01T00:00","1988-09-01T00:00","0.0","0.0","2003-07-01T00:00","1988-09-01T00:00","2003-07-01T00:00","1988-09-01T00:00","0.0","0.0","Samuel Shem, John Updike (Introduction)","Ruth Rendell","Samuel Shem, John Updike (Introduction)","Ruth Rendell","0.0","0.0","Samuel Shem, John Updike (Introduction)","Ruth Rendell","Samuel Shem, John Updike (Introduction)","Ruth Rendell","0.15384615384615385","0.15384615384615385","Samuel Shem, John Updike (Introduction)","Ruth Rendell","samuel shem, john updike (introduction)","ruth rendell","0.0","0.0"
"WekaMatchingRule","B06163","wiki_books_5730","0.999999416371316","1","Luna","Luna","Luna","Luna","1.0","1.0","Luna","Luna","Luna","Luna","1.0","1.0","Luna","Luna","Luna","Luna","1.0","1.0","2006-02-01T00:00","2004-01-28T00:00","2006-02-01T00:00","2004-01-28T00:00","0.0","0.0","2006-02-01T00:00","2004-01-28T00:00","2006-02-01T00:00","2004-01-28T00:00","0.8","0.8","Julie Anne Peters","Julie Anne Peters","Julie Anne Peters","Julie Anne Peters","1.0","1.0","Julie Anne Peters","Julie Anne Peters","Julie Anne Peters","Julie Anne Peters","1.0","1.0","Julie Anne Peters","Julie Anne Peters","julie anne peters","julie anne peters","1.0","0.0"
"WekaMatchingRule","B11441","wiki_books_10959","5.147942777911806E-6",,"Necropolis","Nevermore","Necropolis","Nevermore","0.0","0.0","Necropolis","Nevermore","Necropolis","Nevermore","0.30000000000000004","0.30000000000000004","Necropolis","Nevermore","Necropolis","Nevermore","0.0","0.0","2014-04-24T00:00","1970-01-01T00:00","2014-04-24T00:00","1970-01-01T00:00","0.0","0.0","2014-04-24T00:00","1970-01-01T00:00","2014-04-24T00:00","1970-01-01T00:00","0.0","0.0","Guy Portman (Goodreads Author)",,"Guy Portman (Goodreads Author)",,"0.0","0.0","Guy Portman (Goodreads Author)",,"Guy Portman (Goodreads Author)",,"0.0","0.0","Guy Portman (Goodreads Author)",,"guy portman (goodreads author)","","0.0","0.0"
"WekaMatchingRule","B21885","wiki_books_15875","5.147942777911806E-6",,"Horrorstör","Hope","Horrorstör","Hope","0.0","0.0","Horrorstör","Hope","Horrorstör","Hope","0.19999999999999996","0.19999999999999996","Horrorstör","Hope","Horrorstör","Hope","0.0","0.0","2014-09-23T00:00","1970-01-01T00:00","2014-09-23T00:00","1970-01-01T00:00","0.0","0.0","2014-09-23T00:00","1970-01-01T00:00","2014-09-23T00:00","1970-01-01T00:00","0.0","0.0","Grady Hendrix (Goodreads Author)",,"Grady Hendrix (Goodreads Author)",,"0.0","0.0","Grady Hendrix (Goodreads Author)",,"Grady Hendrix (Goodreads Author)",,"0.0","0.0","Grady Hendrix (Goodreads Author)",,"grady hendrix (goodreads author)","","0.0","0.0"
"WekaMatchingRule","B31523","wiki_books_6761","1.5483004182104273E-4",,"Harbinger","Haunted","Harbinger","Haunted","0.0","0.0","Harbinger","Haunted","Harbinger","Haunted","0.4444444444444444","0.4444444444444444","Harbinger","Haunted","Harbinger","Haunted","0.0","0.0","2012-02-02T00:00","2005-01-28T00:00","2012-02-02T00:00","2005-01-28T00:00","0.0","0.0","2012-02-02T00:00","2005-01-28T00:00","2012-02-02T00:00","2005-01-28T00:00","0.30000000000000004","0.30000000000000004","Sara Wilson Etienne (Goodreads Author)","Kelley Armstrong","Sara Wilson Etienne (Goodreads Author)","Kelley Armstrong","0.0","0.0","Sara Wilson Etienne (Goodreads Author)","Kelley Armstrong","Sara Wilson Etienne (Goodreads Author)","Kelley Armstrong","0.1842105263157895","0.1842105263157895","Sara Wilson Etienne (Goodreads Author)","Kelley Armstrong","sara wilson etienne (goodreads author)","kelley armstrong","0.0","0.0"
"WekaMatchingRule","B00773","wiki_books_15806",,"0","Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love","What Technology Wants","Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love","What Technology Wants","0.0","0.0","Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love","What Technology Wants","Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love","What Technology Wants","0.13186813186813184","0.13186813186813184","Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love","What Technology Wants","Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love","What Technology Wants","0.0","0.0","2019-01-01T00:00","2010-01-28T00:00","2019-01-01T00:00","2010-01-28T00:00","0.0","0.0","2019-01-01T00:00","2010-01-28T00:00","2019-01-01T00:00","2010-01-28T00:00","0.09999999999999998","0.09999999999999998","Aimee Cabo Nikolov (Goodreads Author)","Kevin Kelly","Aimee Cabo Nikolov (Goodreads Author)","Kevin Kelly","0.0","0.0","Aimee Cabo Nikolov (Goodreads Author)","Kevin Kelly","Aimee Cabo Nikolov (Goodreads Author)","Kevin Kelly","0.10810810810810811","0.10810810810810811","Aimee Cabo Nikolov (Goodreads Author)","Kevin Kelly","aimee cabo nikolov (goodreads author)","kevin kelly","0.0","0.0"
"WekaMatchingRule","B32244","wiki_books_1806",,"0","One Up On Wall Street: How to Use What You Already Know to Make Money in the Market","Vice Versa","One Up On Wall Street: How to Use What You Already Know to Make Money in the Market","Vice Versa","0.0","0.0","One Up On Wall Street: How to Use What You Already Know to Make Money in the Market","Vice Versa","One Up On Wall Street: How to Use What You Already Know to Make Money in the Market","Vice Versa","0.06024096385542166","0.06024096385542166","One Up On Wall Street: How to Use What You Already Know to Make Money in the Market","Vice Versa","One Up On Wall Street: How to Use What You Already Know to Make Money in the Market","Vice Versa","0.0","0.0","2000-04-03T00:00","1882-01-28T00:00","2000-04-03T00:00","1882-01-28T00:00","0.0","0.0","2000-04-03T00:00","1882-01-28T00:00","2000-04-03T00:00","1882-01-28T00:00","0.0","0.0","Peter Lynch, John Rothchild","Thomas Anstey Guthrie","Peter Lynch, John Rothchild","Thomas Anstey Guthrie","0.0","0.0","Peter Lynch, John Rothchild","Thomas Anstey Guthrie","Peter Lynch, John Rothchild","Thomas Anstey Guthrie","0.18518518518518523","0.18518518518518523","Peter Lynch, John Rothchild","Thomas Anstey Guthrie","peter lynch, john rothchild","thomas anstey guthrie","0.0","0.0"
"WekaMatchingRule","B27030","wiki_books_7811","5.228859291159489E-6",,"The Starfollowers of Coramonde","The Stones of Summer","The Starfollowers of Coramonde","The Stones of Summer","0.0","0.0","The Starfollowers of Coramonde","The Stones of Summer","The Starfollowers of Coramonde","The Stones of Summer","0.4666666666666667","0.4666666666666667","The Starfollowers of Coramonde","The Stones of Summer","The Starfollowers of Coramonde","The Stones of Summer","0.3333333333333333","0.3333333333333333","1979-02-01T00:00","1972-01-28T00:00","1979-02-01T00:00","1972-01-28T00:00","0.0","0.0","1979-02-01T00:00","1972-01-28T00:00","1979-02-01T00:00","1972-01-28T00:00","0.30000000000000004","0.30000000000000004","Brian Daley","Dow Mossman","Brian Daley","Dow Mossman","0.0","0.0","Brian Daley","Dow Mossman","Brian Daley","Dow Mossman","0.0","0.0","Brian Daley","Dow Mossman","brian daley","dow mossman","0.0","0.0"
